ID_Lancamento;Data;AnoMes;ID_Conta;ID_CentroCusto;Valor_Realizado;Historico_Contabil
DOC-100072;2024-01-04;202401;3.03.001;CC1002;28646.03;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100073;2024-01-06;202401;3.03.001;CC1002;22228.83;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100074;2024-01-08;202401;3.03.001;CC1002;47797.23;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100075;2024-01-09;202401;3.03.001;CC1002;13997.28;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100076;2024-01-12;202401;3.03.001;CC1002;2789.8;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100077;2024-01-13;202401;3.03.001;CC1002;27359.25;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100078;2024-01-15;202401;3.03.001;CC1002;31329.48;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100079;2024-01-21;202401;3.03.001;CC1002;18045.37;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100080;2024-01-24;202401;3.03.001;CC1002;32282.19;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100081;2024-01-28;202401;3.03.001;CC1002;14911.69;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100082;2024-01-07;202401;3.03.001;CC1003;2347.29;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100083;2024-01-09;202401;3.03.001;CC1003;10408.05;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100084;2024-01-21;202401;3.03.001;CC1003;2911.23;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100085;2024-01-22;202401;3.03.001;CC1003;92234.11;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100086;2024-01-23;202401;3.03.001;CC1003;34405.29;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100087;2024-01-30;202401;3.03.001;CC1003;64766.85;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100088;2024-01-06;202401;3.03.001;CC1005;123272.49;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100089;2024-01-18;202401;3.03.001;CC1005;14843.79;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100090;2024-01-20;202401;3.03.001;CC1005;27347.91;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100091;2024-01-21;202401;3.03.001;CC1005;72927.62;Lancamento Razao - 3.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100092;2024-01-06;202401;3.04.001;CC1004;95607.21;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100093;2024-01-08;202401;3.04.001;CC1004;59449.97;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100094;2024-01-09;202401;3.04.001;CC1004;36136.75;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100095;2024-01-13;202401;3.04.001;CC1004;73877.12;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100096;2024-01-15;202401;3.04.001;CC1004;58624.67;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100097;2024-01-18;202401;3.04.001;CC1004;7436.09;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100098;2024-01-21;202401;3.04.001;CC1004;80333.66;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100099;2024-01-23;202401;3.04.001;CC1004;27912.06;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100100;2024-01-31;202401;3.04.001;CC1004;59322.54;Lancamento Razao - 3.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100101;2024-01-02;202401;3.05.001;CC1005;96873.72;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100102;2024-01-08;202401;3.05.001;CC1005;16374.81;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100103;2024-01-11;202401;3.05.001;CC1005;4988.3;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100104;2024-01-13;202401;3.05.001;CC1005;11067.7;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100105;2024-01-25;202401;3.05.001;CC1005;23833.25;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100106;2024-01-27;202401;3.05.001;CC1005;72896.92;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100107;2024-01-29;202401;3.05.001;CC1005;84342.34;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100108;2024-01-30;202401;3.05.001;CC1005;298.48;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100109;2024-01-31;202401;3.05.001;CC1005;30585.38;Lancamento Razao - 3.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100110;2024-01-09;202401;3.06.001;CC1002;209646.76;Lancamento Razao - 3.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100111;2024-01-03;202401;3.06.001;CC1003;218350.6;Lancamento Razao - 3.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100112;2024-01-19;202401;4.01.001;CC2001;68407.11;Lancamento Razao - 4.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100113;2024-01-23;202401;4.01.001;CC2001;113544.15;Lancamento Razao - 4.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100114;2024-01-29;202401;4.01.001;CC2001;42269.67;Lancamento Razao - 4.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100115;2024-01-30;202401;4.01.001;CC2001;333668.51;Lancamento Razao - 4.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100116;2024-01-31;202401;4.01.001;CC2001;306940.95;Lancamento Razao - 4.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100117;2024-01-07;202401;4.01.002;CC2001;37543.1;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100118;2024-01-13;202401;4.01.002;CC2001;89004.84;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100119;2024-01-15;202401;4.01.002;CC2001;46327.51;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100120;2024-01-16;202401;4.01.002;CC2001;43391.9;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100121;2024-01-21;202401;4.01.002;CC2001;4864.62;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100122;2024-01-30;202401;4.01.002;CC2001;121729.4;Lancamento Razao - 4.01.002 - Ref 01/2024 - Planta Venancio Aires
DOC-100123;2024-01-05;202401;4.02.001;CC2002;54972.56;Lancamento Razao - 4.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100124;2024-01-08;202401;4.02.001;CC2002;402055.65;Lancamento Razao - 4.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100125;2024-01-09;202401;4.02.001;CC2002;46091.92;Lancamento Razao - 4.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100126;2024-01-18;202401;4.02.001;CC2002;26344.82;Lancamento Razao - 4.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100127;2024-01-24;202401;4.02.001;CC2002;113146.31;Lancamento Razao - 4.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100128;2024-01-08;202401;4.03.001;CC3001;490394.68;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100129;2024-01-09;202401;4.03.001;CC3001;32023.84;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100130;2024-01-12;202401;4.03.001;CC3001;128855.17;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100131;2024-01-13;202401;4.03.001;CC3001;165684.43;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100132;2024-01-14;202401;4.03.001;CC3001;31352.31;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100133;2024-01-19;202401;4.03.001;CC3001;150531.48;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100134;2024-01-24;202401;4.03.001;CC3001;52981.9;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100135;2024-01-29;202401;4.03.001;CC3001;115607.31;Lancamento Razao - 4.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100136;2024-01-02;202401;4.04.001;CC3002;17457.14;Lancamento Razao - 4.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100137;2024-01-03;202401;4.04.001;CC3002;332735.42;Lancamento Razao - 4.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100138;2024-01-16;202401;4.04.001;CC3002;71358.55;Lancamento Razao - 4.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100139;2024-01-17;202401;4.04.001;CC3002;38082.48;Lancamento Razao - 4.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100140;2024-01-25;202401;4.04.001;CC3002;7679.84;Lancamento Razao - 4.04.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100141;2024-01-03;202401;4.05.001;CC1001;15917.01;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100142;2024-01-04;202401;4.05.001;CC1001;20156.78;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100143;2024-01-05;202401;4.05.001;CC1001;297.88;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100144;2024-01-06;202401;4.05.001;CC1001;12780.05;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100145;2024-01-13;202401;4.05.001;CC1001;4573.7;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100146;2024-01-14;202401;4.05.001;CC1001;18452.0;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100147;2024-01-20;202401;4.05.001;CC1001;3412.22;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100148;2024-01-21;202401;4.05.001;CC1001;20911.17;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100149;2024-01-22;202401;4.05.001;CC1001;8707.7;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100150;2024-01-26;202401;4.05.001;CC1001;49158.06;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100151;2024-01-01;202401;4.05.001;CC3001;1939.01;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100152;2024-01-09;202401;4.05.001;CC3001;41634.62;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100153;2024-01-15;202401;4.05.001;CC3001;33780.7;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100154;2024-01-17;202401;4.05.001;CC3001;4802.72;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100155;2024-01-18;202401;4.05.001;CC3001;17366.81;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100156;2024-01-20;202401;4.05.001;CC3001;27359.69;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100157;2024-01-22;202401;4.05.001;CC3001;13042.18;Lancamento Razao - 4.05.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100158;2024-01-04;202401;4.06.001;CC4001;31720.29;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100159;2024-01-09;202401;4.06.001;CC4001;11643.72;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100160;2024-01-11;202401;4.06.001;CC4001;4109.75;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100161;2024-01-18;202401;4.06.001;CC4001;95677.51;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100162;2024-01-21;202401;4.06.001;CC4001;97008.57;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100163;2024-01-22;202401;4.06.001;CC4001;42166.05;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100164;2024-01-25;202401;4.06.001;CC4001;17412.22;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100165;2024-01-27;202401;4.06.001;CC4001;18064.94;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100166;2024-01-29;202401;4.06.001;CC4001;54437.15;Lancamento Razao - 4.06.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100167;2024-01-06;202401;5.01.001;CC3001;22288.75;Lancamento Razao - 5.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100168;2024-01-10;202401;5.01.001;CC3001;44707.02;Lancamento Razao - 5.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100169;2024-01-14;202401;5.01.001;CC3001;580279.83;Lancamento Razao - 5.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100170;2024-01-15;202401;5.01.001;CC3001;236474.18;Lancamento Razao - 5.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100171;2024-01-09;202401;5.02.001;CC3001;5521.02;Lancamento Razao - 5.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100172;2024-01-24;202401;5.02.001;CC3001;63934.76;Lancamento Razao - 5.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100173;2024-01-29;202401;5.02.001;CC3001;650816.38;Lancamento Razao - 5.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100174;2024-01-31;202401;5.02.001;CC3001;3032.17;Lancamento Razao - 5.02.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100175;2024-01-04;202401;5.03.001;CC3001;33531.71;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100176;2024-01-06;202401;5.03.001;CC3001;30060.56;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100177;2024-01-10;202401;5.03.001;CC3001;7232.87;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100178;2024-01-17;202401;5.03.001;CC3001;35471.35;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100179;2024-01-21;202401;5.03.001;CC3001;7713.47;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100180;2024-01-25;202401;5.03.001;CC3001;11211.31;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100181;2024-01-27;202401;5.03.001;CC3001;39086.8;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100182;2024-01-29;202401;5.03.001;CC3001;29870.65;Lancamento Razao - 5.03.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100183;2024-01-05;202401;6.01.001;CC3001;448478.64;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100184;2024-01-06;202401;6.01.001;CC3001;254067.93;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100185;2024-01-07;202401;6.01.001;CC3001;199128.26;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100186;2024-01-12;202401;6.01.001;CC3001;23315.04;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100187;2024-01-17;202401;6.01.001;CC3001;108665.27;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100188;2024-01-18;202401;6.01.001;CC3001;73047.81;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100189;2024-01-25;202401;6.01.001;CC3001;66301.52;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100190;2024-01-28;202401;6.01.001;CC3001;856279.71;Lancamento Razao - 6.01.001 - Ref 01/2024 - Planta Venancio Aires
DOC-100191;2024-02-01;202402;1.01.001;CC4001;5844248.03;Lancamento Razao - 1.01.001 - Ref 02/2024 - Planta Venancio Aires
DOC-100192;2024-02-11;202402;1.01.001;CC4001;9281007.2;Lancamento Razao - 1.01.001 - Ref 02/2024 - Planta Venancio Aires
DOC-100193;2024-02-16;202402;1.01.001;CC4001;4092738.93;Lancamento Razao - 1.01.001 - Ref 02/2024 - Planta Venancio Aires
DOC-100194;2024-02-20;202402;1.01.001;CC4001;5040400.2;Lancamento Razao - 1.01.001 - Ref 02/2024 - Planta Venancio Aires
DOC-100195;2024-02-12;202402;1.01.002;CC4001;2169533.08;Lancamento Razao - 1.01.002 - Ref 02/2024 - Planta Venancio Aires
DOC-100196;2024-02-26;202402;1.01.002;CC4001;694765.54;Lancamento Razao - 1.01.002 - Ref 02/2024 - Planta Venancio Aires
