ID_Orcamento;Data;AnoMes;Ano;Mes;ID_Conta;ID_CentroCusto;Valor_Orcado
61;2024-03-01;202403;2024;3;2.01.001;CC3001;550000.0
62;2024-03-01;202403;2024;3;2.02.001;CC4001;320000.0
63;2024-03-01;202403;2024;3;3.01.001;CC1001;48050000.0
64;2024-03-01;202403;2024;3;3.02.001;CC1002;3720000.0
65;2024-03-01;202403;2024;3;3.02.001;CC1003;3720000.0
66;2024-03-01;202403;2024;3;3.03.001;CC1002;1007500.0
67;2024-03-01;202403;2024;3;3.03.001;CC1003;1007500.0
68;2024-03-01;202403;2024;3;3.03.001;CC1005;1007500.0
69;2024-03-01;202403;2024;3;3.04.001;CC1004;2247500.0
70;2024-03-01;202403;2024;3;3.05.001;CC1005;1519000.0
71;2024-03-01;202403;2024;3;3.06.001;CC1002;968750.0
72;2024-03-01;202403;2024;3;3.06.001;CC1003;968750.0
73;2024-03-01;202403;2024;3;4.01.001;CC2001;3797500.0
74;2024-03-01;202403;2024;3;4.01.002;CC2001;1472500.0
75;2024-03-01;202403;2024;3;4.02.001;CC2002;650000.0
76;2024-03-01;202403;2024;3;4.03.001;CC3001;1150000.0
77;2024-03-01;202403;2024;3;4.04.001;CC3002;450000.0
78;2024-03-01;202403;2024;3;4.05.001;CC1001;140000.0
79;2024-03-01;202403;2024;3;4.05.001;CC3001;140000.0
80;2024-03-01;202403;2024;3;4.06.001;CC4001;380000.0
81;2024-03-01;202403;2024;3;5.01.001;CC3001;850000.0
82;2024-03-01;202403;2024;3;5.02.001;CC3001;680000.0
83;2024-03-01;202403;2024;3;5.03.001;CC3001;190000.0
84;2024-03-01;202403;2024;3;6.01.001;CC3001;2100000.0
85;2024-04-01;202404;2024;4;1.01.001;CC4001;37800000.0
86;2024-04-01;202404;2024;4;1.01.002;CC4001;13050000.0
87;2024-04-01;202404;2024;4;1.01.003;CC4001;3420000.0
88;2024-04-01;202404;2024;4;1.02.001;CC4001;1080000.0
89;2024-04-01;202404;2024;4;2.01.001;CC3001;550000.0
90;2024-04-01;202404;2024;4;2.02.001;CC4001;320000.0
91;2024-04-01;202404;2024;4;3.01.001;CC1001;57350000.0
92;2024-04-01;202404;2024;4;3.02.001;CC1002;4440000.0
93;2024-04-01;202404;2024;4;3.02.001;CC1003;4440000.0
94;2024-04-01;202404;2024;4;3.03.001;CC1002;1202500.0
95;2024-04-01;202404;2024;4;3.03.001;CC1003;1202500.0
96;2024-04-01;202404;2024;4;3.03.001;CC1005;1202500.0
97;2024-04-01;202404;2024;4;3.04.001;CC1004;2682500.0
98;2024-04-01;202404;2024;4;3.05.001;CC1005;1813000.0
99;2024-04-01;202404;2024;4;3.06.001;CC1002;1156250.0
100;2024-04-01;202404;2024;4;3.06.001;CC1003;1156250.0
101;2024-04-01;202404;2024;4;4.01.001;CC2001;4532500.0
102;2024-04-01;202404;2024;4;4.01.002;CC2001;1757500.0
103;2024-04-01;202404;2024;4;4.02.001;CC2002;650000.0
104;2024-04-01;202404;2024;4;4.03.001;CC3001;1150000.0
105;2024-04-01;202404;2024;4;4.04.001;CC3002;450000.0
106;2024-04-01;202404;2024;4;4.05.001;CC1001;140000.0
107;2024-04-01;202404;2024;4;4.05.001;CC3001;140000.0
108;2024-04-01;202404;2024;4;4.06.001;CC4001;380000.0
109;2024-04-01;202404;2024;4;5.01.001;CC3001;850000.0
110;2024-04-01;202404;2024;4;5.02.001;CC3001;680000.0
111;2024-04-01;202404;2024;4;5.03.001;CC3001;190000.0
112;2024-04-01;202404;2024;4;6.01.001;CC3001;2100000.0
113;2024-05-01;202405;2024;5;1.01.001;CC4001;54600000.0
114;2024-05-01;202405;2024;5;1.01.002;CC4001;18850000.0
115;2024-05-01;202405;2024;5;1.01.003;CC4001;4940000.0
116;2024-05-01;202405;2024;5;1.02.001;CC4001;1560000.0
117;2024-05-01;202405;2024;5;2.01.001;CC3001;550000.0
118;2024-05-01;202405;2024;5;2.02.001;CC4001;320000.0
119;2024-05-01;202405;2024;5;3.01.001;CC1001;54250000.0
120;2024-05-01;202405;2024;5;3.02.001;CC1002;4200000.0
121;2024-05-01;202405;2024;5;3.02.001;CC1003;4200000.0
122;2024-05-01;202405;2024;5;3.03.001;CC1002;1137500.0
123;2024-05-01;202405;2024;5;3.03.001;CC1003;1137500.0
124;2024-05-01;202405;2024;5;3.03.001;CC1005;1137500.0
125;2024-05-01;202405;2024;5;3.04.001;CC1004;2537500.0
126;2024-05-01;202405;2024;5;3.05.001;CC1005;1715000.0
127;2024-05-01;202405;2024;5;3.06.001;CC1002;1093750.0
128;2024-05-01;202405;2024;5;3.06.001;CC1003;1093750.0
129;2024-05-01;202405;2024;5;4.01.001;CC2001;4287500.0
130;2024-05-01;202405;2024;5;4.01.002;CC2001;1662500.0
131;2024-05-01;202405;2024;5;4.02.001;CC2002;650000.0
132;2024-05-01;202405;2024;5;4.03.001;CC3001;1150000.0
133;2024-05-01;202405;2024;5;4.04.001;CC3002;450000.0
134;2024-05-01;202405;2024;5;4.05.001;CC1001;140000.0
135;2024-05-01;202405;2024;5;4.05.001;CC3001;140000.0
136;2024-05-01;202405;2024;5;4.06.001;CC4001;380000.0
137;2024-05-01;202405;2024;5;5.01.001;CC3001;850000.0
138;2024-05-01;202405;2024;5;5.02.001;CC3001;680000.0
139;2024-05-01;202405;2024;5;5.03.001;CC3001;190000.0
140;2024-05-01;202405;2024;5;6.01.001;CC3001;2100000.0
141;2024-06-01;202406;2024;6;1.01.001;CC4001;65100000.0
142;2024-06-01;202406;2024;6;1.01.002;CC4001;22475000.0
143;2024-06-01;202406;2024;6;1.01.003;CC4001;5890000.0
144;2024-06-01;202406;2024;6;1.02.001;CC4001;1860000.0
145;2024-06-01;202406;2024;6;2.01.001;CC3001;550000.0
146;2024-06-01;202406;2024;6;2.02.001;CC4001;320000.0
147;2024-06-01;202406;2024;6;3.01.001;CC1001;51150000.0
148;2024-06-01;202406;2024;6;3.02.001;CC1002;3960000.0
149;2024-06-01;202406;2024;6;3.02.001;CC1003;3960000.0
150;2024-06-01;202406;2024;6;3.03.001;CC1002;1072500.0
151;2024-06-01;202406;2024;6;3.03.001;CC1003;1072500.0
152;2024-06-01;202406;2024;6;3.03.001;CC1005;1072500.0
153;2024-06-01;202406;2024;6;3.04.001;CC1004;2392500.0
154;2024-06-01;202406;2024;6;3.05.001;CC1005;1617000.0
155;2024-06-01;202406;2024;6;3.06.001;CC1002;1031250.0
156;2024-06-01;202406;2024;6;3.06.001;CC1003;1031250.0
157;2024-06-01;202406;2024;6;4.01.001;CC2001;4042500.0
158;2024-06-01;202406;2024;6;4.01.002;CC2001;1567500.0
159;2024-06-01;202406;2024;6;4.02.001;CC2002;650000.0
160;2024-06-01;202406;2024;6;4.03.001;CC3001;1150000.0
161;2024-06-01;202406;2024;6;4.04.001;CC3002;450000.0
162;2024-06-01;202406;2024;6;4.05.001;CC1001;140000.0
163;2024-06-01;202406;2024;6;4.05.001;CC3001;140000.0
164;2024-06-01;202406;2024;6;4.06.001;CC4001;380000.0
165;2024-06-01;202406;2024;6;5.01.001;CC3001;850000.0
166;2024-06-01;202406;2024;6;5.02.001;CC3001;680000.0
167;2024-06-01;202406;2024;6;5.03.001;CC3001;190000.0
168;2024-06-01;202406;2024;6;6.01.001;CC3001;2100000.0
169;2024-07-01;202407;2024;7;1.01.001;CC4001;69300000.0
170;2024-07-01;202407;2024;7;1.01.002;CC4001;23925000.0
171;2024-07-01;202407;2024;7;1.01.003;CC4001;6270000.0
172;2024-07-01;202407;2024;7;1.02.001;CC4001;1980000.0
173;2024-07-01;202407;2024;7;2.01.001;CC3001;550000.0
174;2024-07-01;202407;2024;7;2.02.001;CC4001;320000.0
175;2024-07-01;202407;2024;7;3.01.001;CC1001;43400000.0
176;2024-07-01;202407;2024;7;3.02.001;CC1002;3360000.0
177;2024-07-01;202407;2024;7;3.02.001;CC1003;3360000.0
178;2024-07-01;202407;2024;7;3.03.001;CC1002;910000.0
179;2024-07-01;202407;2024;7;3.03.001;CC1003;910000.0
180;2024-07-01;202407;2024;7;3.03.001;CC1005;910000.0
181;2024-07-01;202407;2024;7;3.04.001;CC1004;2030000.0
182;2024-07-01;202407;2024;7;3.05.001;CC1005;1372000.0
183;2024-07-01;202407;2024;7;3.06.001;CC1002;875000.0
184;2024-07-01;202407;2024;7;3.06.001;CC1003;875000.0
185;2024-07-01;202407;2024;7;4.01.001;CC2001;3430000.0
186;2024-07-01;202407;2024;7;4.01.002;CC2001;1330000.0
187;2024-07-01;202407;2024;7;4.02.001;CC2002;650000.0
188;2024-07-01;202407;2024;7;4.03.001;CC3001;1150000.0
189;2024-07-01;202407;2024;7;4.04.001;CC3002;450000.0
190;2024-07-01;202407;2024;7;4.05.001;CC1001;140000.0
191;2024-07-01;202407;2024;7;4.05.001;CC3001;140000.0
192;2024-07-01;202407;2024;7;4.06.001;CC4001;380000.0
193;2024-07-01;202407;2024;7;5.01.001;CC3001;850000.0
194;2024-07-01;202407;2024;7;5.02.001;CC3001;680000.0
195;2024-07-01;202407;2024;7;5.03.001;CC3001;190000.0
196;2024-07-01;202407;2024;7;6.01.001;CC3001;2100000.0
197;2024-08-01;202408;2024;8;1.01.001;CC4001;67200000.0
198;2024-08-01;202408;2024;8;1.01.002;CC4001;23200000.0
199;2024-08-01;202408;2024;8;1.01.003;CC4001;6080000.0
200;2024-08-01;202408;2024;8;1.02.001;CC4001;1920000.0
201;2024-08-01;202408;2024;8;2.01.001;CC3001;550000.0
202;2024-08-01;202408;2024;8;2.02.001;CC4001;320000.0
203;2024-08-01;202408;2024;8;3.01.001;CC1001;29450000.0
204;2024-08-01;202408;2024;8;3.02.001;CC1002;2280000.0
205;2024-08-01;202408;2024;8;3.02.001;CC1003;2280000.0
206;2024-08-01;202408;2024;8;3.03.001;CC1002;617500.0
207;2024-08-01;202408;2024;8;3.03.001;CC1003;617500.0
208;2024-08-01;202408;2024;8;3.03.001;CC1005;617500.0
209;2024-08-01;202408;2024;8;3.04.001;CC1004;1377500.0
210;2024-08-01;202408;2024;8;3.05.001;CC1005;931000.0
211;2024-08-01;202408;2024;8;3.06.001;CC1002;593750.0
212;2024-08-01;202408;2024;8;3.06.001;CC1003;593750.0
213;2024-08-01;202408;2024;8;4.01.001;CC2001;2327500.0
214;2024-08-01;202408;2024;8;4.01.002;CC2001;902500.0
215;2024-08-01;202408;2024;8;4.02.001;CC2002;650000.0
216;2024-08-01;202408;2024;8;4.03.001;CC3001;1150000.0
217;2024-08-01;202408;2024;8;4.04.001;CC3002;450000.0
218;2024-08-01;202408;2024;8;4.05.001;CC1001;140000.0
219;2024-08-01;202408;2024;8;4.05.001;CC3001;140000.0
220;2024-08-01;202408;2024;8;4.06.001;CC4001;380000.0
221;2024-08-01;202408;2024;8;5.01.001;CC3001;850000.0
222;2024-08-01;202408;2024;8;5.02.001;CC3001;680000.0
223;2024-08-01;202408;2024;8;5.03.001;CC3001;190000.0
224;2024-08-01;202408;2024;8;6.01.001;CC3001;2100000.0
225;2024-09-01;202409;2024;9;1.01.001;CC4001;60900000.0
226;2024-09-01;202409;2024;9;1.01.002;CC4001;21025000.0
227;2024-09-01;202409;2024;9;1.01.003;CC4001;5510000.0
228;2024-09-01;202409;2024;9;1.02.001;CC4001;1740000.0
229;2024-09-01;202409;2024;9;2.01.001;CC3001;550000.0
230;2024-09-01;202409;2024;9;2.02.001;CC4001;320000.0
231;2024-09-01;202409;2024;9;3.01.001;CC1001;23250000.0
232;2024-09-01;202409;2024;9;3.02.001;CC1002;1800000.0
233;2024-09-01;202409;2024;9;3.02.001;CC1003;1800000.0
234;2024-09-01;202409;2024;9;3.03.001;CC1002;487500.0
235;2024-09-01;202409;2024;9;3.03.001;CC1003;487500.0
236;2024-09-01;202409;2024;9;3.03.001;CC1005;487500.0
237;2024-09-01;202409;2024;9;3.04.001;CC1004;1087500.0
238;2024-09-01;202409;2024;9;3.05.001;CC1005;735000.0
239;2024-09-01;202409;2024;9;3.06.001;CC1002;468750.0
240;2024-09-01;202409;2024;9;3.06.001;CC1003;468750.0
241;2024-09-01;202409;2024;9;4.01.001;CC2001;1837500.0
242;2024-09-01;202409;2024;9;4.01.002;CC2001;712500.0
243;2024-09-01;202409;2024;9;4.02.001;CC2002;650000.0
244;2024-09-01;202409;2024;9;4.03.001;CC3001;1150000.0
245;2024-09-01;202409;2024;9;4.04.001;CC3002;450000.0
246;2024-09-01;202409;2024;9;4.05.001;CC1001;140000.0
247;2024-09-01;202409;2024;9;4.05.001;CC3001;140000.0
248;2024-09-01;202409;2024;9;4.06.001;CC4001;380000.0
249;2024-09-01;202409;2024;9;5.01.001;CC3001;850000.0
250;2024-09-01;202409;2024;9;5.02.001;CC3001;680000.0
251;2024-09-01;202409;2024;9;5.03.001;CC3001;190000.0
252;2024-09-01;202409;2024;9;6.01.001;CC3001;2100000.0
253;2024-10-01;202410;2024;10;1.01.001;CC4001;52500000.0
254;2024-10-01;202410;2024;10;1.01.002;CC4001;18125000.0
255;2024-10-01;202410;2024;10;1.01.003;CC4001;4750000.0
256;2024-10-01;202410;2024;10;1.02.001;CC4001;1500000.0
257;2024-10-01;202410;2024;10;2.01.001;CC3001;550000.0
258;2024-10-01;202410;2024;10;2.02.001;CC4001;320000.0
259;2024-10-01;202410;2024;10;3.01.001;CC1001;15500000.0
260;2024-10-01;202410;2024;10;3.02.001;CC1002;1200000.0
261;2024-10-01;202410;2024;10;3.02.001;CC1003;1200000.0
262;2024-10-01;202410;2024;10;3.03.001;CC1002;325000.0
263;2024-10-01;202410;2024;10;3.03.001;CC1003;325000.0
264;2024-10-01;202410;2024;10;3.03.001;CC1005;325000.0
265;2024-10-01;202410;2024;10;3.04.001;CC1004;725000.0
266;2024-10-01;202410;2024;10;3.05.001;CC1005;490000.0
267;2024-10-01;202410;2024;10;3.06.001;CC1002;312500.0
268;2024-10-01;202410;2024;10;3.06.001;CC1003;312500.0
269;2024-10-01;202410;2024;10;4.01.001;CC2001;1225000.0
270;2024-10-01;202410;2024;10;4.01.002;CC2001;475000.0
271;2024-10-01;202410;2024;10;4.02.001;CC2002;650000.0
272;2024-10-01;202410;2024;10;4.03.001;CC3001;1150000.0
273;2024-10-01;202410;2024;10;4.04.001;CC3002;450000.0
274;2024-10-01;202410;2024;10;4.05.001;CC1001;140000.0
275;2024-10-01;202410;2024;10;4.05.001;CC3001;140000.0
276;2024-10-01;202410;2024;10;4.06.001;CC4001;380000.0
277;2024-10-01;202410;2024;10;5.01.001;CC3001;850000.0
278;2024-10-01;202410;2024;10;5.02.001;CC3001;680000.0
279;2024-10-01;202410;2024;10;5.03.001;CC3001;190000.0
280;2024-10-01;202410;2024;10;6.01.001;CC3001;2100000.0
281;2024-11-01;202411;2024;11;1.01.001;CC4001;39900000.0
282;2024-11-01;202411;2024;11;1.01.002;CC4001;13775000.0
283;2024-11-01;202411;2024;11;1.01.003;CC4001;3610000.0
284;2024-11-01;202411;2024;11;1.02.001;CC4001;1140000.0
285;2024-11-01;202411;2024;11;2.01.001;CC3001;550000.0
286;2024-11-01;202411;2024;11;2.02.001;CC4001;320000.0
287;2024-11-01;202411;2024;11;3.01.001;CC1001;12400000.0
288;2024-11-01;202411;2024;11;3.02.001;CC1002;960000.0
289;2024-11-01;202411;2024;11;3.02.001;CC1003;960000.0
290;2024-11-01;202411;2024;11;3.03.001;CC1002;260000.0
291;2024-11-01;202411;2024;11;3.03.001;CC1003;260000.0
292;2024-11-01;202411;2024;11;3.03.001;CC1005;260000.0
293;2024-11-01;202411;2024;11;3.04.001;CC1004;580000.0
294;2024-11-01;202411;2024;11;3.05.001;CC1005;392000.0
295;2024-11-01;202411;2024;11;3.06.001;CC1002;250000.0
296;2024-11-01;202411;2024;11;3.06.001;CC1003;250000.0
297;2024-11-01;202411;2024;11;4.01.001;CC2001;980000.0
298;2024-11-01;202411;2024;11;4.01.002;CC2001;380000.0
299;2024-11-01;202411;2024;11;4.02.001;CC2002;650000.0
300;2024-11-01;202411;2024;11;4.03.001;CC3001;1150000.0
301;2024-11-01;202411;2024;11;4.04.001;CC3002;450000.0
302;2024-11-01;202411;2024;11;4.05.001;CC1001;140000.0
303;2024-11-01;202411;2024;11;4.05.001;CC3001;140000.0
304;2024-11-01;202411;2024;11;4.06.001;CC4001;380000.0
305;2024-11-01;202411;2024;11;5.01.001;CC3001;850000.0
306;2024-11-01;202411;2024;11;5.02.001;CC3001;680000.0
307;2024-11-01;202411;2024;11;5.03.001;CC3001;190000.0
308;2024-11-01;202411;2024;11;6.01.001;CC3001;2100000.0
309;2024-12-01;202412;2024;12;1.01.001;CC4001;27300000.0
310;2024-12-01;202412;2024;12;1.01.002;CC4001;9425000.0
311;2024-12-01;202412;2024;12;1.01.003;CC4001;2470000.0
312;2024-12-01;202412;2024;12;1.02.001;CC4001;780000.0
313;2024-12-01;202412;2024;12;2.01.001;CC3001;550000.0
314;2024-12-01;202412;2024;12;2.02.001;CC4001;320000.0
315;2024-12-01;202412;2024;12;3.01.001;CC1001;9300000.0
316;2024-12-01;202412;2024;12;3.02.001;CC1002;720000.0
317;2024-12-01;202412;2024;12;3.02.001;CC1003;720000.0
318;2024-12-01;202412;2024;12;3.03.001;CC1002;195000.0
319;2024-12-01;202412;2024;12;3.03.001;CC1003;195000.0
320;2024-12-01;202412;2024;12;3.03.001;CC1005;195000.0
321;2024-12-01;202412;2024;12;3.04.001;CC1004;435000.0
322;2024-12-01;202412;2024;12;3.05.001;CC1005;294000.0
323;2024-12-01;202412;2024;12;3.06.001;CC1002;187500.0
324;2024-12-01;202412;2024;12;3.06.001;CC1003;187500.0
325;2024-12-01;202412;2024;12;4.01.001;CC2001;735000.0
326;2024-12-01;202412;2024;12;4.01.002;CC2001;285000.0
327;2024-12-01;202412;2024;12;4.02.001;CC2002;650000.0
328;2024-12-01;202412;2024;12;4.03.001;CC3001;1150000.0
329;2024-12-01;202412;2024;12;4.04.001;CC3002;450000.0
330;2024-12-01;202412;2024;12;4.05.001;CC1001;140000.0
331;2024-12-01;202412;2024;12;4.05.001;CC3001;140000.0
332;2024-12-01;202412;2024;12;4.06.001;CC4001;380000.0
333;2024-12-01;202412;2024;12;5.01.001;CC3001;850000.0
334;2024-12-01;202412;2024;12;5.02.001;CC3001;680000.0
335;2024-12-01;202412;2024;12;5.03.001;CC3001;190000.0
336;2024-12-01;202412;2024;12;6.01.001;CC3001;2100000.0
337;2025-01-01;202501;2025;1;1.01.001;CC4001;19656000.0
338;2025-01-01;202501;2025;1;1.01.002;CC4001;6786000.0
339;2025-01-01;202501;2025;1;1.01.003;CC4001;1778400.0
340;2025-01-01;202501;2025;1;1.02.001;CC4001;561600.0
341;2025-01-01;202501;2025;1;2.01.001;CC3001;572000.0
342;2025-01-01;202501;2025;1;2.02.001;CC4001;332800.0
343;2025-01-01;202501;2025;1;3.01.001;CC1001;11284000.0
344;2025-01-01;202501;2025;1;3.02.001;CC1002;873600.0
345;2025-01-01;202501;2025;1;3.02.001;CC1003;873600.0
346;2025-01-01;202501;2025;1;3.03.001;CC1002;236600.0
347;2025-01-01;202501;2025;1;3.03.001;CC1003;236600.0
348;2025-01-01;202501;2025;1;3.03.001;CC1005;236600.0
349;2025-01-01;202501;2025;1;3.04.001;CC1004;527800.0
350;2025-01-01;202501;2025;1;3.05.001;CC1005;356720.0
351;2025-01-01;202501;2025;1;3.06.001;CC1002;227500.0
352;2025-01-01;202501;2025;1;3.06.001;CC1003;227500.0
353;2025-01-01;202501;2025;1;4.01.001;CC2001;891800.0
354;2025-01-01;202501;2025;1;4.01.002;CC2001;345800.0
355;2025-01-01;202501;2025;1;4.02.001;CC2002;676000.0
356;2025-01-01;202501;2025;1;4.03.001;CC3001;1196000.0
357;2025-01-01;202501;2025;1;4.04.001;CC3002;468000.0
358;2025-01-01;202501;2025;1;4.05.001;CC1001;145600.0
359;2025-01-01;202501;2025;1;4.05.001;CC3001;145600.0
360;2025-01-01;202501;2025;1;4.06.001;CC4001;395200.0
361;2025-01-01;202501;2025;1;5.01.001;CC3001;884000.0
362;2025-01-01;202501;2025;1;5.02.001;CC3001;707200.0
363;2025-01-01;202501;2025;1;5.03.001;CC3001;197600.0
364;2025-01-01;202501;2025;1;6.01.001;CC3001;2184000.0
365;2025-02-01;202502;2025;2;1.01.001;CC4001;24024000.0
366;2025-02-01;202502;2025;2;1.01.002;CC4001;8294000.0
367;2025-02-01;202502;2025;2;1.01.003;CC4001;2173600.0
368;2025-02-01;202502;2025;2;1.02.001;CC4001;686400.0
369;2025-02-01;202502;2025;2;2.01.001;CC3001;572000.0
370;2025-02-01;202502;2025;2;2.02.001;CC4001;332800.0
371;2025-02-01;202502;2025;2;3.01.001;CC1001;17732000.0
372;2025-02-01;202502;2025;2;3.02.001;CC1002;1372800.0
373;2025-02-01;202502;2025;2;3.02.001;CC1003;1372800.0
374;2025-02-01;202502;2025;2;3.03.001;CC1002;371800.0
375;2025-02-01;202502;2025;2;3.03.001;CC1003;371800.0
376;2025-02-01;202502;2025;2;3.03.001;CC1005;371800.0
377;2025-02-01;202502;2025;2;3.04.001;CC1004;829400.0
378;2025-02-01;202502;2025;2;3.05.001;CC1005;560560.0
379;2025-02-01;202502;2025;2;3.06.001;CC1002;357500.0
380;2025-02-01;202502;2025;2;3.06.001;CC1003;357500.0
381;2025-02-01;202502;2025;2;4.01.001;CC2001;1401400.0
382;2025-02-01;202502;2025;2;4.01.002;CC2001;543400.0
383;2025-02-01;202502;2025;2;4.02.001;CC2002;676000.0
384;2025-02-01;202502;2025;2;4.03.001;CC3001;1196000.0
385;2025-02-01;202502;2025;2;4.04.001;CC3002;468000.0
386;2025-02-01;202502;2025;2;4.05.001;CC1001;145600.0
387;2025-02-01;202502;2025;2;4.05.001;CC3001;145600.0
388;2025-02-01;202502;2025;2;4.06.001;CC4001;395200.0
389;2025-02-01;202502;2025;2;5.01.001;CC3001;884000.0
390;2025-02-01;202502;2025;2;5.02.001;CC3001;707200.0
391;2025-02-01;202502;2025;2;5.03.001;CC3001;197600.0
392;2025-02-01;202502;2025;2;6.01.001;CC3001;2184000.0
393;2025-03-01;202503;2025;3;1.01.001;CC4001;30576000.0
394;2025-03-01;202503;2025;3;1.01.002;CC4001;10556000.0
395;2025-03-01;202503;2025;3;1.01.003;CC4001;2766400.0
396;2025-03-01;202503;2025;3;1.02.001;CC4001;873600.0
397;2025-03-01;202503;2025;3;2.01.001;CC3001;572000.0
398;2025-03-01;202503;2025;3;2.02.001;CC4001;332800.0
399;2025-03-01;202503;2025;3;3.01.001;CC1001;49972000.0
400;2025-03-01;202503;2025;3;3.02.001;CC1002;3868800.0
401;2025-03-01;202503;2025;3;3.02.001;CC1003;3868800.0
402;2025-03-01;202503;2025;3;3.03.001;CC1002;1047800.0
403;2025-03-01;202503;2025;3;3.03.001;CC1003;1047800.0
404;2025-03-01;202503;2025;3;3.03.001;CC1005;1047800.0
405;2025-03-01;202503;2025;3;3.04.001;CC1004;2337400.0
406;2025-03-01;202503;2025;3;3.05.001;CC1005;1579760.0
407;2025-03-01;202503;2025;3;3.06.001;CC1002;1007500.0
408;2025-03-01;202503;2025;3;3.06.001;CC1003;1007500.0
409;2025-03-01;202503;2025;3;4.01.001;CC2001;3949400.0
410;2025-03-01;202503;2025;3;4.01.002;CC2001;1531400.0
411;2025-03-01;202503;2025;3;4.02.001;CC2002;676000.0
412;2025-03-01;202503;2025;3;4.03.001;CC3001;1196000.0
413;2025-03-01;202503;2025;3;4.04.001;CC3002;468000.0
414;2025-03-01;202503;2025;3;4.05.001;CC1001;145600.0
415;2025-03-01;202503;2025;3;4.05.001;CC3001;145600.0
